order_id,lane,flow,lines,delay_hours,scan_miss,same_day_complete
W01719,Inbound-A,inbound,1,0.12,0,1
W01720,Outbound-South,outbound,5,2.95,0,0
W01721,Inbound-B,inbound,4,0,0,1
W01722,Inbound-B,inbound,8,2.03,0,0
W01723,Inbound-A,inbound,4,1.1,0,0
W01724,Outbound-North,outbound,7,2.61,0,0
W01725,Returns,return,3,2.43,0,0
W01726,Inbound-B,inbound,4,0,0,1
W01727,Inbound-B,inbound,6,0.64,0,1
W01728,Outbound-North,outbound,8,1.19,0,0
W01729,Outbound-South,outbound,4,3.57,0,0
W01730,Inbound-B,inbound,1,0.81,1,1
W01731,Outbound-North,outbound,3,0.93,0,1
W01732,Inbound-A,inbound,7,1.36,0,0
W01733,Outbound-South,outbound,8,2.8,0,0
W01734,Outbound-North,outbound,3,1.86,0,0
W01735,Inbound-A,inbound,7,0,0,1
W01736,Outbound-South,outbound,4,0.47,0,1
W01737,Outbound-North,outbound,3,0.46,0,1
W01738,Inbound-B,inbound,8,3.92,0,0
W01739,Inbound-A,inbound,8,0,0,1
W01740,Outbound-North,outbound,5,0,0,1
W01741,Outbound-South,outbound,8,0.42,0,1
W01742,Outbound-South,outbound,3,0.0,0,1
W01743,Inbound-B,inbound,2,0,0,1
W01744,Outbound-North,outbound,5,3.37,0,0
W01745,Outbound-North,outbound,3,0,0,1
W01746,Inbound-A,inbound,4,2.34,0,0
W01747,Outbound-South,outbound,4,4.35,0,0
W01748,Inbound-B,inbound,4,0.83,0,1
W01749,Inbound-A,inbound,8,1.05,0,0
W01750,Outbound-North,outbound,7,0,0,1
W01751,Outbound-South,outbound,4,0.56,0,1
W01752,Outbound-South,outbound,8,1.61,0,0
W01753,Returns,return,3,0.0,0,1
W01754,Outbound-North,outbound,5,3.17,0,0
W01755,Inbound-A,inbound,8,0.06,0,1
W01756,Outbound-South,outbound,3,2.63,0,0
W01757,Returns,return,1,1.62,0,0
W01758,Returns,return,6,0.49,0,1
W01759,Inbound-A,inbound,2,0,0,1
W01760,Inbound-B,inbound,3,0.35,0,1
W01761,Outbound-North,outbound,4,3.01,0,0
W01762,Inbound-A,inbound,7,2.27,0,0
W01763,Outbound-South,outbound,3,2.25,0,0
W01764,Outbound-North,outbound,5,1.27,0,0
W01765,Outbound-North,outbound,7,1.21,0,0
W01766,Inbound-A,inbound,4,0.0,0,1
W01767,Inbound-B,inbound,4,0.77,0,1
W01768,Outbound-North,outbound,1,1.46,0,0
W01769,Outbound-South,outbound,1,3.82,0,0
W01770,Inbound-B,inbound,7,2.09,0,0
W01771,Outbound-South,outbound,2,3.17,0,0
W01772,Outbound-North,outbound,4,0.75,0,1
W01773,Outbound-North,outbound,8,1.68,0,0
W01774,Outbound-South,outbound,1,1.31,0,0
W01775,Returns,return,5,0.0,0,1
W01776,Outbound-North,outbound,8,1.54,0,0
W01777,Inbound-B,inbound,2,0.71,0,1
W01778,Outbound-South,outbound,5,4.03,0,0
W01779,Outbound-South,outbound,5,2.24,0,0
W01780,Inbound-A,inbound,7,0,0,1
W01781,Outbound-North,outbound,8,2.06,0,0
W01782,Returns,return,2,0.0,0,1
W01783,Outbound-North,outbound,3,1.03,0,0
W01784,Outbound-North,outbound,6,1.35,0,0
W01785,Returns,return,8,1.02,0,0
W01786,Outbound-South,outbound,6,3.64,0,0
W01787,Inbound-B,inbound,7,1.54,0,0
W01788,Inbound-A,inbound,8,1.52,0,0
W01789,Outbound-North,outbound,4,2.7,0,0
W01790,Outbound-South,outbound,7,1.79,0,0
W01791,Outbound-North,outbound,6,2.4,0,0
W01792,Returns,return,1,1.98,0,0
W01793,Inbound-B,inbound,5,1.75,0,0
W01794,Inbound-A,inbound,3,2.33,0,0
W01795,Outbound-South,outbound,6,2.58,0,0
W01796,Outbound-North,outbound,1,2.34,0,0
W01797,Inbound-B,inbound,4,1.63,0,0
W01798,Inbound-B,inbound,7,0.67,0,1
W01799,Inbound-B,inbound,6,2.18,0,0
W01800,Inbound-A,inbound,4,2.05,0,0
W01801,Returns,return,6,0.83,0,1
W01802,Returns,return,6,0.0,0,1
W01803,Inbound-B,inbound,2,1.51,0,0
W01804,Inbound-A,inbound,2,0.46,0,1
W01805,Inbound-B,inbound,8,0.38,0,1
W01806,Inbound-B,inbound,7,0.83,0,1
W01807,Outbound-South,outbound,6,4.12,0,0
W01808,Outbound-South,outbound,7,4.63,0,0
W01809,Inbound-B,inbound,7,2.71,0,0
W01810,Outbound-North,outbound,6,1.71,0,0
W01811,Inbound-B,inbound,1,0,0,1
W01812,Inbound-B,inbound,2,1.94,0,0
W01813,Outbound-North,outbound,8,0,0,1
W01814,Outbound-North,outbound,6,2.95,0,0
W01815,Outbound-North,outbound,6,2.55,0,0
W01816,Inbound-B,inbound,7,3.37,0,0
W01817,Outbound-North,outbound,5,1.02,0,0
W01818,Outbound-North,outbound,4,1.36,0,0
W01819,Inbound-A,inbound,7,0,1,1
W01820,Outbound-North,outbound,3,1.69,0,0
W01821,Inbound-A,inbound,8,2.1,0,0
W01822,Outbound-North,outbound,6,3.34,0,0
W01823,Inbound-A,inbound,5,0.73,0,1
W01824,Inbound-A,inbound,1,1.53,0,0
W01825,Inbound-B,inbound,5,0.49,0,1
W01826,Inbound-A,inbound,5,1.11,0,0
W01827,Inbound-A,inbound,2,0.57,0,1
W01828,Outbound-North,outbound,7,0,0,1
W01829,Outbound-South,outbound,6,2.84,0,0
W01830,Returns,return,4,3.46,0,0
W01831,Inbound-B,inbound,4,2.99,0,0
W01832,Outbound-South,outbound,1,0.0,0,1
W01833,Outbound-North,outbound,7,1.58,0,0
W01834,Outbound-North,outbound,6,0,0,1
W01835,Inbound-B,inbound,7,0.47,0,1
W01836,Outbound-South,outbound,6,2.98,0,0
W01837,Outbound-North,outbound,3,0.88,0,1
W01838,Inbound-B,inbound,6,0.79,0,1
W01839,Inbound-A,inbound,6,1.3,0,0
W01840,Outbound-North,outbound,2,0.06,0,1
W01841,Outbound-South,outbound,5,2.11,0,0
W01842,Outbound-South,outbound,1,1.66,0,0
W01843,Outbound-North,outbound,7,0.17,0,1
W01844,Inbound-A,inbound,3,0,0,1
W01845,Outbound-South,outbound,4,4.39,0,0
W01846,Outbound-South,outbound,5,1.01,0,0
W01847,Inbound-B,inbound,1,0,0,1
W01848,Outbound-South,outbound,6,0.0,0,1
W01849,Inbound-B,inbound,2,2.16,0,0
W01850,Returns,return,6,0.28,0,1
W01851,Returns,return,4,1.04,0,0
W01852,Outbound-North,outbound,3,0.53,0,1
W01853,Returns,return,7,0.0,0,1
W01854,Outbound-South,outbound,3,1.2,0,0
W01855,Outbound-South,outbound,4,1.68,0,0
W01856,Inbound-B,inbound,2,0.37,0,1
W01857,Inbound-A,inbound,5,0,0,1
W01858,Inbound-B,inbound,3,1.44,0,0
W01859,Outbound-North,outbound,2,0.46,0,1
W01860,Inbound-B,inbound,7,1.36,0,0
W01861,Outbound-North,outbound,6,2.3,0,0
W01862,Inbound-A,inbound,2,0.72,0,1
W01863,Inbound-B,inbound,1,0,0,1
W01864,Inbound-B,inbound,8,2.94,0,0
W01865,Outbound-South,outbound,3,3.32,0,0
W01866,Returns,return,8,2.48,0,0
W01867,Inbound-A,inbound,2,2.46,1,0
W01868,Outbound-South,outbound,3,3.48,0,0
W01869,Outbound-North,outbound,7,0.31,0,1
W01870,Inbound-B,inbound,7,3.46,0,0
W01871,Inbound-B,inbound,6,3.11,0,0
W01872,Outbound-South,outbound,5,2.13,0,0
W01873,Outbound-South,outbound,2,2.4,0,0
W01874,Inbound-A,inbound,5,0.03,0,1
W01875,Returns,return,6,1.41,0,0
W01876,Inbound-A,inbound,1,1.7,0,0
W01877,Outbound-North,outbound,2,1.17,0,0
W01878,Inbound-A,inbound,3,0.34,0,1
W01879,Outbound-North,outbound,8,1.75,0,0
W01880,Inbound-B,inbound,4,0,0,1
W01881,Outbound-North,outbound,6,4.08,0,0
W01882,Outbound-North,outbound,7,3.16,0,0
W01883,Outbound-North,outbound,2,3.27,0,0
W01884,Outbound-North,outbound,4,1.41,0,0
W01885,Inbound-B,inbound,3,1.34,0,0
W01886,Outbound-South,outbound,4,2.09,1,0
W01887,Outbound-South,outbound,6,3.7,0,0
W01888,Outbound-North,outbound,3,0.45,0,1
W01889,Inbound-A,inbound,7,2.09,0,0
W01890,Inbound-A,inbound,8,2.7,0,0
W01891,Outbound-South,outbound,3,2.93,0,0
W01892,Inbound-B,inbound,4,0.14,0,1
W01893,Outbound-North,outbound,8,1.04,0,0
W01894,Outbound-North,outbound,6,1.04,0,0
W01895,Inbound-A,inbound,3,1.56,0,0
W01896,Outbound-North,outbound,3,0,0,1
W01897,Outbound-North,outbound,4,1.07,0,0
W01898,Outbound-South,outbound,4,2.79,0,0
W01899,Inbound-B,inbound,7,1.26,0,0
W01900,Returns,return,3,0.0,0,1
W01901,Outbound-North,outbound,8,2.36,0,0
W01902,Outbound-North,outbound,3,1.44,0,0
W01903,Outbound-North,outbound,2,0.62,1,1
W01904,Outbound-North,outbound,8,2.1,0,0
W01905,Outbound-South,outbound,8,3.71,0,0
W01906,Outbound-North,outbound,2,1.46,0,0
W01907,Inbound-B,inbound,7,1.46,0,0
W01908,Outbound-North,outbound,5,1.67,0,0
W01909,Outbound-North,outbound,8,0.77,0,1
W01910,Inbound-A,inbound,2,0.25,0,1
W01911,Outbound-South,outbound,1,1.81,0,0
W01912,Inbound-A,inbound,3,1.8,0,0
W01913,Inbound-B,inbound,5,0.35,0,1
W01914,Outbound-South,outbound,1,3.86,0,0
W01915,Returns,return,3,3.89,0,0
W01916,Outbound-South,outbound,1,1.97,0,0
W01917,Outbound-North,outbound,3,1.19,0,0
W01918,Inbound-A,inbound,2,2.16,0,0
W01919,Returns,return,2,0.66,0,1
W01920,Outbound-North,outbound,5,1.1,0,0
W01921,Returns,return,3,0.0,0,1
W01922,Outbound-North,outbound,1,2.66,0,0
W01923,Outbound-North,outbound,3,1.21,0,0
W01924,Outbound-South,outbound,6,0.48,0,1
W01925,Inbound-A,inbound,4,1.71,0,0
W01926,Outbound-South,outbound,8,0.86,0,1
W01927,Outbound-North,outbound,2,1.05,0,0
W01928,Outbound-North,outbound,5,2.02,0,0
W01929,Returns,return,8,0.99,0,1
W01930,Outbound-North,outbound,8,1.76,0,0
W01931,Inbound-B,inbound,1,2.65,0,0
W01932,Inbound-A,inbound,2,2.01,0,0
W01933,Inbound-A,inbound,3,0,0,1
W01934,Outbound-North,outbound,1,0.48,0,1
W01935,Inbound-B,inbound,4,0.78,0,1
W01936,Inbound-B,inbound,4,0.32,0,1
W01937,Inbound-A,inbound,5,2.7,0,0
W01938,Outbound-North,outbound,6,1.48,0,0
W01939,Outbound-North,outbound,7,1.14,0,0
W01940,Inbound-A,inbound,8,1.86,0,0
W01941,Inbound-A,inbound,6,0.06,0,1
W01942,Inbound-B,inbound,3,1.11,0,0
W01943,Outbound-South,outbound,3,1.65,0,0
W01944,Outbound-North,outbound,6,1.25,0,0
W01945,Inbound-B,inbound,6,0,0,1
W01946,Outbound-North,outbound,4,0.18,0,1
W01947,Outbound-North,outbound,8,0.79,0,1
W01948,Inbound-B,inbound,5,1.49,0,0
W01949,Outbound-North,outbound,7,2.57,0,0
W01950,Inbound-A,inbound,5,1.25,0,0
W01951,Outbound-North,outbound,3,1.24,0,0
W01952,Outbound-South,outbound,3,0.94,0,1
W01953,Inbound-B,inbound,8,1.54,0,0
W01954,Returns,return,1,2.12,0,0
W01955,Inbound-B,inbound,4,1.67,0,0
W01956,Returns,return,5,2.43,0,0
W01957,Inbound-A,inbound,7,1.19,0,0
W01958,Returns,return,6,2.46,0,0
W01959,Outbound-South,outbound,3,3.95,0,0
W01960,Inbound-A,inbound,6,2.1,0,0
W01961,Inbound-B,inbound,1,0,0,1
W01962,Outbound-North,outbound,3,0,0,1
W01963,Inbound-B,inbound,4,2.47,0,0
W01964,Inbound-A,inbound,1,1.09,0,0
W01965,Outbound-North,outbound,7,1.44,0,0
W01966,Inbound-A,inbound,8,0.66,0,1
W01967,Inbound-A,inbound,4,0.35,0,1
W01968,Outbound-North,outbound,8,2.15,0,0
W01969,Returns,return,6,1.86,0,0
W01970,Outbound-North,outbound,5,2.02,0,0
W01971,Inbound-A,inbound,5,1.33,0,0
W01972,Outbound-South,outbound,7,1.84,1,0
W01973,Inbound-A,inbound,4,1.86,0,0
W01974,Inbound-A,inbound,4,0,0,1
W01975,Inbound-A,inbound,2,1.47,0,0
W01976,Outbound-North,outbound,4,0.53,0,1
W01977,Outbound-South,outbound,4,2.31,0,0
W01978,Inbound-A,inbound,5,0.96,0,1
W01979,Inbound-A,inbound,1,2.29,1,0
W01980,Inbound-A,inbound,1,0,0,1
W01981,Inbound-B,inbound,1,2.27,0,0
W01982,Outbound-South,outbound,1,1.29,0,0
W01983,Outbound-South,outbound,8,2.27,0,0
W01984,Inbound-B,inbound,5,2.22,0,0
W01985,Outbound-South,outbound,1,4.3,0,0
W01986,Outbound-North,outbound,1,3.05,0,0
W01987,Inbound-A,inbound,8,0.78,0,1
W01988,Inbound-B,inbound,3,0.01,0,1
W01989,Inbound-A,inbound,5,2.18,0,0
W01990,Returns,return,8,0.42,0,1
W01991,Inbound-A,inbound,2,1.35,0,0
W01992,Outbound-North,outbound,5,0.95,0,1
W01993,Outbound-North,outbound,2,2.0,0,0
W01994,Outbound-North,outbound,7,2.74,0,0
W01995,Inbound-A,inbound,8,1.15,0,0
W01996,Outbound-South,outbound,7,3.71,0,0
W01997,Outbound-North,outbound,4,2.78,0,0
W01998,Inbound-A,inbound,3,1.82,0,0
W01999,Inbound-B,inbound,5,0,0,1
W02000,Inbound-A,inbound,5,1.27,0,0
W02001,Inbound-A,inbound,7,1.17,0,0
W02002,Inbound-A,inbound,2,1.56,0,0
W02003,Outbound-North,outbound,2,0.14,0,1
W02004,Outbound-North,outbound,8,0,0,1
W02005,Inbound-A,inbound,8,4.2,0,0
W02006,Inbound-A,inbound,7,0,0,1
W02007,Outbound-South,outbound,5,4.69,0,0
W02008,Inbound-B,inbound,1,0.9,0,1
W02009,Outbound-South,outbound,7,6.16,1,0
W02010,Outbound-North,outbound,1,1.75,0,0
W02011,Outbound-South,outbound,1,5.33,0,0
W02012,Outbound-North,outbound,6,0.97,0,1
W02013,Outbound-South,outbound,6,1.23,0,0
W02014,Inbound-B,inbound,6,1.43,0,0
W02015,Outbound-South,outbound,8,3.61,0,0
W02016,Outbound-South,outbound,6,2.92,0,0
W02017,Outbound-North,outbound,1,2.13,0,0
W02018,Outbound-South,outbound,5,0.6,0,1
W02019,Returns,return,6,0.71,0,1
W02020,Inbound-A,inbound,3,1.5,0,0
W02021,Inbound-A,inbound,2,0,0,1
W02022,Outbound-North,outbound,1,1.5,0,0
W02023,Outbound-South,outbound,2,2.09,0,0
W02024,Inbound-A,inbound,3,1.22,0,0
W02025,Outbound-South,outbound,1,0.0,0,1
W02026,Outbound-South,outbound,8,3.2,0,0
W02027,Outbound-South,outbound,6,3.95,0,0
W02028,Outbound-North,outbound,6,1.13,1,0
W02029,Outbound-South,outbound,2,2.77,0,0
W02030,Inbound-B,inbound,4,0.63,0,1
W02031,Outbound-North,outbound,4,2.44,0,0
W02032,Outbound-North,outbound,6,1.37,0,0
W02033,Returns,return,8,1.41,0,0
W02034,Inbound-A,inbound,3,0.39,0,1
W02035,Inbound-B,inbound,5,1.19,0,0
W02036,Returns,return,3,1.52,0,0
W02037,Inbound-A,inbound,5,2.1,0,0
W02038,Inbound-A,inbound,1,1.58,0,0
W02039,Inbound-A,inbound,2,2.29,0,0
W02040,Inbound-B,inbound,7,1.8,0,0
W02041,Outbound-South,outbound,2,2.95,0,0
W02042,Outbound-North,outbound,4,2.4,0,0
W02043,Outbound-North,outbound,4,2.46,0,0
W02044,Inbound-A,inbound,1,0.33,0,1
W02045,Outbound-South,outbound,1,0.99,0,1
W02046,Outbound-North,outbound,2,3.02,0,0
W02047,Inbound-B,inbound,1,0.41,0,1
W02048,Inbound-A,inbound,1,0.09,0,1
W02049,Inbound-A,inbound,3,0,0,1
W02050,Inbound-A,inbound,1,1.91,0,0
W02051,Inbound-B,inbound,7,0.4,0,1
W02052,Inbound-A,inbound,5,1.02,0,0
W02053,Outbound-South,outbound,8,2.53,0,0
W02054,Outbound-North,outbound,8,1.04,0,0
W02055,Outbound-North,outbound,4,0,0,1
W02056,Inbound-A,inbound,8,0,0,1
W02057,Outbound-South,outbound,8,3.15,0,0
W02058,Outbound-North,outbound,4,0.27,0,1
W02059,Inbound-B,inbound,3,1.58,0,0
W02060,Outbound-North,outbound,6,0,0,1
W02061,Outbound-South,outbound,8,2.71,1,0
W02062,Outbound-North,outbound,7,0.47,0,1
W02063,Inbound-A,inbound,1,0,0,1
W02064,Inbound-B,inbound,6,0,0,1
W02065,Inbound-A,inbound,5,0.24,0,1
W02066,Inbound-B,inbound,4,0,0,1
W02067,Outbound-North,outbound,7,1.82,0,0
W02068,Outbound-North,outbound,4,0.09,0,1
W02069,Outbound-South,outbound,4,0.83,0,1
W02070,Outbound-North,outbound,5,0,0,1
W02071,Outbound-South,outbound,7,1.94,0,0
W02072,Inbound-A,inbound,7,1.6,0,0
W02073,Outbound-South,outbound,1,4.56,0,0
W02074,Inbound-B,inbound,1,1.6,0,0
W02075,Outbound-North,outbound,7,2.46,0,0
W02076,Returns,return,7,0.2,0,1
W02077,Outbound-South,outbound,4,4.32,0,0
W02078,Outbound-South,outbound,8,2.38,0,0
W02079,Outbound-North,outbound,7,1.1,0,0
W02080,Outbound-North,outbound,8,2.42,0,0
W02081,Inbound-A,inbound,2,0.47,0,1
W02082,Outbound-South,outbound,3,3.93,0,0
W02083,Outbound-North,outbound,4,2.48,0,0
W02084,Returns,return,2,1.9,0,0
W02085,Inbound-B,inbound,7,0.73,0,1
W02086,Outbound-South,outbound,3,1.32,1,0
W02087,Inbound-A,inbound,5,0.45,0,1
W02088,Inbound-A,inbound,3,0,1,1
W02089,Inbound-B,inbound,1,0,0,1
W02090,Inbound-A,inbound,6,1.56,0,0
W02091,Inbound-B,inbound,7,1.43,0,0
W02092,Outbound-South,outbound,2,3.67,0,0
W02093,Outbound-South,outbound,4,2.14,0,0
W02094,Outbound-South,outbound,5,4.79,0,0
W02095,Outbound-North,outbound,1,0.95,0,1
W02096,Inbound-A,inbound,3,0.49,0,1
W02097,Outbound-South,outbound,2,1.93,0,0
W02098,Inbound-A,inbound,1,2.13,0,0
W02099,Outbound-North,outbound,5,0.3,0,1
W02100,Inbound-B,inbound,5,0.55,0,1
W02101,Inbound-B,inbound,8,0.45,0,1
W02102,Inbound-B,inbound,7,2.64,0,0
W02103,Inbound-A,inbound,6,2.24,0,0
W02104,Outbound-North,outbound,5,0.82,0,1
W02105,Inbound-A,inbound,2,1.19,0,0
W02106,Outbound-South,outbound,1,5.65,0,0
W02107,Inbound-A,inbound,5,1.27,0,0
W02108,Outbound-North,outbound,4,1.3,0,0
W02109,Returns,return,2,0.63,0,1
W02110,Outbound-North,outbound,7,0.47,0,1
W02111,Returns,return,1,1.3,0,0
W02112,Outbound-North,outbound,2,2.81,0,0
W02113,Outbound-North,outbound,3,0.78,0,1
W02114,Inbound-B,inbound,6,0.15,0,1
W02115,Inbound-B,inbound,1,0,0,1
W02116,Inbound-B,inbound,7,0,0,1
W02117,Outbound-North,outbound,3,2.86,0,0
W02118,Outbound-North,outbound,5,0.27,0,1
W02119,Inbound-B,inbound,2,1.06,0,0
W02120,Outbound-South,outbound,7,0.09,1,1
W02121,Outbound-North,outbound,3,2.22,0,0
W02122,Inbound-B,inbound,5,2.39,0,0
W02123,Outbound-South,outbound,7,2.9,0,0
W02124,Inbound-A,inbound,5,2.11,0,0
W02125,Outbound-North,outbound,4,1.8,0,0
W02126,Outbound-North,outbound,7,0.98,0,1
W02127,Outbound-North,outbound,7,0,0,1
W02128,Outbound-North,outbound,1,1.27,0,0
W02129,Outbound-South,outbound,2,0.0,0,1
W02130,Outbound-South,outbound,3,3.53,0,0
W02131,Outbound-South,outbound,1,2.39,0,0
W02132,Inbound-B,inbound,5,0.89,0,1
W02133,Outbound-North,outbound,3,0.9,0,1
W02134,Inbound-A,inbound,4,0.32,0,1
W02135,Outbound-South,outbound,4,1.44,0,0
W02136,Inbound-A,inbound,1,0.3,0,1
W02137,Outbound-North,outbound,8,1.98,0,0
W02138,Outbound-South,outbound,7,0.01,0,1
W02139,Outbound-South,outbound,8,4.43,0,0
W02140,Inbound-B,inbound,3,3.76,0,0
W02141,Inbound-A,inbound,2,3.35,0,0
W02142,Outbound-South,outbound,8,2.81,0,0
W02143,Inbound-B,inbound,1,0.38,0,1
W02144,Inbound-A,inbound,2,0.15,0,1
W02145,Outbound-South,outbound,6,1.98,0,0
W02146,Inbound-B,inbound,2,1.15,0,0
W02147,Inbound-A,inbound,2,0.43,0,1
W02148,Outbound-North,outbound,7,1.05,0,0
W02149,Outbound-North,outbound,7,0.86,0,1
W02150,Inbound-B,inbound,4,0.62,0,1
W02151,Outbound-North,outbound,5,2.08,0,0
W02152,Outbound-North,outbound,7,2.34,0,0
W02153,Returns,return,7,1.32,0,0
W02154,Outbound-South,outbound,6,2.38,0,0
W02155,Outbound-South,outbound,6,0.0,0,1
W02156,Outbound-North,outbound,5,2.22,0,0
W02157,Inbound-B,inbound,2,1.23,1,0
W02158,Outbound-North,outbound,7,1.05,0,0
W02159,Outbound-South,outbound,7,4.33,1,0
W02160,Outbound-North,outbound,7,0.41,0,1
W02161,Inbound-B,inbound,4,2.92,0,0
W02162,Inbound-A,inbound,7,1.88,0,0
W02163,Outbound-South,outbound,3,1.6,0,0
W02164,Returns,return,4,0.02,0,1
W02165,Outbound-South,outbound,1,2.99,0,0
W02166,Inbound-A,inbound,4,0,0,1
W02167,Outbound-South,outbound,3,2.07,0,0
W02168,Inbound-A,inbound,7,0.42,0,1
W02169,Outbound-South,outbound,1,0.27,0,1
W02170,Outbound-North,outbound,4,0.45,0,1
W02171,Outbound-South,outbound,6,2.34,0,0
W02172,Outbound-North,outbound,4,2.73,0,0
W02173,Outbound-North,outbound,1,2.34,0,0
W02174,Inbound-A,inbound,3,1.62,0,0
W02175,Outbound-North,outbound,7,1.51,0,0
W02176,Outbound-North,outbound,6,1.71,0,0
W02177,Outbound-North,outbound,3,2.19,0,0
W02178,Inbound-A,inbound,2,0,0,1
W02179,Outbound-South,outbound,7,2.09,0,0
W02180,Outbound-North,outbound,3,1.36,0,0
W02181,Outbound-North,outbound,4,1.67,0,0
W02182,Outbound-South,outbound,3,3.4,0,0
W02183,Returns,return,1,0.0,0,1
W02184,Inbound-B,inbound,4,1.63,0,0
W02185,Outbound-South,outbound,5,2.8,0,0
W02186,Returns,return,8,1.5,0,0
W02187,Inbound-B,inbound,8,0.97,0,1
W02188,Inbound-A,inbound,3,0.53,0,1
W02189,Outbound-North,outbound,6,0,0,1
W02190,Returns,return,1,1.29,0,0
W02191,Inbound-B,inbound,7,2.23,0,0
W02192,Outbound-South,outbound,1,0.0,0,1
W02193,Outbound-North,outbound,8,0.58,0,1
W02194,Inbound-A,inbound,8,0.03,0,1
W02195,Outbound-North,outbound,1,1.67,0,0
W02196,Outbound-North,outbound,4,1.29,0,0
W02197,Returns,return,3,0.0,0,1
W02198,Outbound-South,outbound,4,2.7,0,0
W02199,Outbound-North,outbound,7,0,0,1
W02200,Outbound-South,outbound,3,3.57,0,0
W02201,Outbound-North,outbound,5,2.82,0,0
W02202,Outbound-North,outbound,3,1.03,0,0
W02203,Inbound-B,inbound,8,0,0,1
W02204,Outbound-South,outbound,5,3.0,0,0
W02205,Outbound-South,outbound,2,0.0,0,1
W02206,Returns,return,3,1.4,0,0
W02207,Inbound-A,inbound,4,1.51,0,0
W02208,Inbound-B,inbound,1,0.64,0,1
W02209,Outbound-North,outbound,7,0,0,1
W02210,Outbound-North,outbound,1,2.53,0,0
W02211,Outbound-South,outbound,6,1.21,0,0
W02212,Outbound-South,outbound,8,3.8,0,0
W02213,Outbound-South,outbound,7,2.01,0,0
W02214,Inbound-A,inbound,4,1.04,0,0
W02215,Outbound-North,outbound,7,0,0,1
W02216,Inbound-B,inbound,8,0.84,0,1
W02217,Inbound-B,inbound,8,0,0,1
W02218,Inbound-A,inbound,4,0,0,1
W02219,Outbound-North,outbound,8,2.1,0,0
W02220,Returns,return,5,3.31,0,0
W02221,Inbound-B,inbound,4,0.92,0,1
W02222,Outbound-North,outbound,5,1.86,0,0
W02223,Returns,return,6,0.03,0,1
W02224,Inbound-B,inbound,4,1.43,0,0
W02225,Inbound-A,inbound,1,2.48,0,0
W02226,Outbound-South,outbound,6,3.06,0,0
W02227,Inbound-B,inbound,1,0,0,1
W02228,Inbound-A,inbound,5,1.1,0,0
W02229,Outbound-South,outbound,7,1.24,0,0
W02230,Inbound-A,inbound,7,0.06,0,1
W02231,Inbound-B,inbound,2,1.91,0,0
W02232,Inbound-B,inbound,3,0.78,0,1
W02233,Inbound-B,inbound,3,1.64,0,0
W02234,Outbound-North,outbound,3,3.7,0,0
W02235,Inbound-A,inbound,3,0,0,1
W02236,Inbound-A,inbound,6,0,0,1
W02237,Outbound-South,outbound,4,0.98,0,1
W02238,Outbound-South,outbound,4,2.65,0,0
W02239,Outbound-North,outbound,6,0.59,0,1
W02240,Outbound-North,outbound,3,0,0,1
W02241,Outbound-North,outbound,7,1.72,0,0
W02242,Outbound-South,outbound,8,0.0,0,1
W02243,Inbound-A,inbound,2,1.08,0,0
W02244,Outbound-South,outbound,8,2.11,0,0
W02245,Inbound-A,inbound,7,2.29,0,0
W02246,Outbound-North,outbound,1,3.62,0,0
W02247,Outbound-North,outbound,8,2.13,0,0
W02248,Inbound-A,inbound,1,0,0,1
W02249,Outbound-South,outbound,1,2.86,0,0
W02250,Outbound-North,outbound,1,0.42,0,1
W02251,Outbound-South,outbound,7,4.28,0,0
W02252,Inbound-A,inbound,4,0,0,1
W02253,Outbound-North,outbound,5,1.46,0,0
W02254,Outbound-North,outbound,1,1.73,0,0
W02255,Outbound-South,outbound,8,0.09,0,1
W02256,Outbound-North,outbound,3,0.51,0,1
W02257,Returns,return,5,3.6,0,0
W02258,Inbound-A,inbound,5,1.96,0,0
W02259,Outbound-North,outbound,4,0,0,1
W02260,Inbound-A,inbound,5,0,0,1
W02261,Inbound-A,inbound,4,1.9,0,0
W02262,Outbound-North,outbound,5,3.64,0,0
W02263,Outbound-North,outbound,2,0.07,0,1
W02264,Inbound-B,inbound,2,0.86,0,1
W02265,Outbound-South,outbound,2,0.0,0,1
W02266,Outbound-South,outbound,5,2.59,0,0
W02267,Outbound-South,outbound,5,2.95,0,0
W02268,Outbound-South,outbound,3,2.53,0,0
W02269,Outbound-North,outbound,7,1.4,0,0
W02270,Outbound-North,outbound,3,1.05,0,0
W02271,Returns,return,8,3.0,0,0
W02272,Inbound-A,inbound,4,1.75,0,0
W02273,Outbound-South,outbound,3,0.6,0,1
W02274,Inbound-A,inbound,7,1.78,0,0
W02275,Inbound-B,inbound,5,0.83,0,1
W02276,Outbound-North,outbound,5,1.05,0,0
W02277,Inbound-B,inbound,6,0,0,1
W02278,Inbound-B,inbound,6,2.43,0,0
W02279,Inbound-A,inbound,3,0.27,0,1
W02280,Outbound-South,outbound,3,1.95,1,0
W02281,Outbound-South,outbound,5,3.24,0,0
W02282,Inbound-A,inbound,5,0.74,0,1
W02283,Outbound-North,outbound,2,1.64,0,0
W02284,Outbound-South,outbound,4,0.0,0,1
W02285,Outbound-South,outbound,6,1.35,0,0
W02286,Outbound-North,outbound,4,1.35,0,0
W02287,Returns,return,3,0.44,0,1
W02288,Returns,return,3,4.05,0,0
W02289,Inbound-A,inbound,2,0.57,0,1
W02290,Inbound-A,inbound,6,1.03,0,0
